"compoundnumber","PC1","PC2"
4,-3.65900330914659,2.10933447723845
5,-5.54074761669822,-2.53505702745192
6,-4.66302071960492,-3.46916959868999
10,4.11275207773967,-2.38272711559311
2,4.70222914352649,-1.22966894557493
1,5.239439407197,0.0525514518897527
3,-0.441452878034147,3.31234336819228
8,-0.441452878034147,3.31234336819228
9,-0.441452878034147,3.31234336819228
7,1.13270965108904,-2.48229334639508
